Mod:Item:MetaData, Localized Name
extrabotany:pedestal, 基座
extrabotany:blockorichalcos, tile.blockorichalcos.name
extrabotany:manabarrel, tile.manabarrel.name
extrabotany:cocoondesire, tile.cocoondesire.name
extrabotany:managenerator, tile.managenerator.name
extrabotany:manaliquefaction, tile.manaliquefaction.name
extrabotany:fluidedmana, 液态魔力
extrabotany:elfjar, tile.elfjar.name
extrabotany:trophy, tile.trophy.name
extrabotany:quantummanabuffer, tile.quantummanabuffer.name
extrabotany:dimensioncatalyst, tile.dimensioncatalyst.name
extrabotany:blockshadowium, tile.blockshadowium.name
extrabotany:blockphotonium, tile.blockphotonium.name
extrabotany:chargepad, tile.chargepad.name
extrabotany:manareader, item.manareader.name
extrabotany:spiritfuel, item.spiritfuel.name
extrabotany:nightmarefuel, item.nightmarefuel.name
extrabotany:material:0, 精神碎片
extrabotany:material:1, 奥利哈刚锭
extrabotany:material:2, 镀金服务器
extrabotany:material:3, 英雄勋章
extrabotany:material:4, 魔法玻璃空瓶
extrabotany:material:5, 暗影锭
extrabotany:material:6, 挑战券
extrabotany:material:7, 莱茵河的黄金
extrabotany:material:8, 光子锭
extrabotany:material:9, 来自虚空的呼唤
extrabotany:material:10, 三重血玉
extrabotany:friedchicken, item.friedchicken.name
extrabotany:froststar, item.froststar.name
extrabotany:deathring, item.deathring.name
extrabotany:manasteelhammer, item.manasteelhammer.name
extrabotany:elementiumhammer, item.elementiumhammer.name
extrabotany:terrasteelhammer, item.terrasteelhammer.name
extrabotany:gildedmashedpotato, item.gildedmashedpotato.name
extrabotany:ultimatehammer, item.ultimatehammer.name
extrabotany:binder, item.binder.name
extrabotany:kinggarden, item.kinggarden.name
extrabotany:camera, 相机
extrabotany:natureorb, item.natureorb.name
extrabotany:failnaught, item.failnaught.name
extrabotany:buddhistrelics, item.buddhistrelics.name
extrabotany:treasurebox, item.treasurebox.name
extrabotany:recordgaia3, item.recordgaia3.name
extrabotany:manasteelshield, item.manasteelshield.name
extrabotany:terrasteelshield, item.terrasteelshield.name
extrabotany:elementiumshield, item.elementiumshield.name
extrabotany:achilleshield, item.achilleshield.name
extrabotany:mastermanaring, item.mastermanaring.name
extrabotany:combatmaidboots, item.combatmaidboots.name
extrabotany:combatmaidchest, item.combatmaidchest.name
extrabotany:combatmaidhelm, item.combatmaidhelm.name
extrabotany:combatmaidlegs, item.combatmaidlegs.name
extrabotany:cosmeticmaidhelm, item.cosmeticmaidhelm.name
extrabotany:cosmeticmaidchest, item.cosmeticmaidchest.name
extrabotany:cosmeticmaidlegs, item.cosmeticmaidlegs.name
extrabotany:cosmeticmaidboots, item.cosmeticmaidboots.name
extrabotany:manadrink, item.manadrink.name
extrabotany:splashgrenade, item.splashgrenade.name
extrabotany:cocktail, item.cocktail.name
extrabotany:infinitewine, item.infinitewine.name
extrabotany:flyingboat:0, 魔钢飞船
extrabotany:flyingboat:1, 源质钢飞船
extrabotany:flyingboat:2, 泰拉钢飞船
extrabotany:cosmeticmaidhelmrevealing, item.cosmeticmaidhelmrevealing.name
extrabotany:combatmaidhelmrevealing, item.combatmaidhelmrevealing.name
extrabotany:shadowwarriorboots, item.shadowwarriorboots.name
extrabotany:shadowwarriorchest, item.shadowwarriorchest.name
extrabotany:shadowwarriorhelm, item.shadowwarriorhelm.name
extrabotany:shadowwarriorlegs, item.shadowwarriorlegs.name
extrabotany:combatmaidchestdarkened, item.combatmaidchestdarkened.name
extrabotany:shadowkatana, item.shadowkatana.name
extrabotany:excaliber, item.excaliber.name
extrabotany:puredaisypendant, item.puredaisypendant.name
extrabotany:supercrown, item.supercrown.name
extrabotany:redscarf, item.redscarf.name
extrabotany:masterhandbag, item.masterhandbag.name
extrabotany:spearsubspace, item.spearsubspace.name
extrabotany:coregod:0, 律者核心
extrabotany:coregod:1, 律者核心
extrabotany:coregod:2, 律者核心
extrabotany:coregod:3, 律者核心
extrabotany:coregod:4, 律者核心
extrabotany:candy:0, 万圣节糖果Eins
extrabotany:candy:1, 万圣节糖果Zwei
extrabotany:candy:2, 万圣节糖果Drei
extrabotany:rewardbag:0, 奖励袋Eins
extrabotany:rewardbag:1, 奖励袋Zwei
extrabotany:rewardbag:2, 奖励袋Drei
extrabotany:rewardbag:3, 奖励袋Vier
extrabotany:candybag, item.candybag.name
extrabotany:judahoath:0, 犹大的誓约
extrabotany:judahoath:1, 犹大的誓约KIRA
extrabotany:judahoath:2, 樱花的誓约
extrabotany:wallrunning, item.wallrunning.name
extrabotany:walljumping, item.walljumping.name
extrabotany:parkour, item.parkour.name
extrabotany:walkingcane, item.walkingcane.name
extrabotany:allforone, item.allforone.name
extrabotany:elvenking, item.elvenking.name
extrabotany:rewardbag943, item.rewardbag943.name
extrabotany:goblinslayerhelm, item.goblinslayerhelm.name
extrabotany:goblinslayerchest, item.goblinslayerchest.name
extrabotany:goblinslayerlegs, item.goblinslayerlegs.name
extrabotany:goblinslayerboots, item.goblinslayerboots.name
extrabotany:foxear, item.foxear.name
extrabotany:lens:0, 魔力透镜:冲击
extrabotany:lens:1, 魔力透镜:冶炼
extrabotany:lens:2, 魔力透镜:魔力
extrabotany:lens:3, 魔力透镜:药水
extrabotany:lens:4, 魔力透镜:云朵
extrabotany:lens:5, 魔力透镜:追踪
extrabotany:lens:6, 魔力透镜:超导
extrabotany:bottledflame, item.bottledflame.name
extrabotany:bottledstar, item.bottledstar.name
extrabotany:bottledpixie, item.bottledpixie.name
extrabotany:cosmetic:0, 石鬼面
extrabotany:cosmetic:1, 模拟人生
extrabotany:cosmetic:2, 丛林护目镜
extrabotany:cosmetic:3, 潜水护目镜
extrabotany:cosmetic:4, 雪地护目镜
extrabotany:cosmetic:5, 护目镜
extrabotany:cosmetic:6, 黑框眼镜
extrabotany:cosmetic:7, 问号
extrabotany:cosmetic:8, 柠檬
extrabotany:cosmetic:9, Thug Life
extrabotany:recordherrscher, item.recordherrscher.name
extrabotany:jingweifeather, item.jingweifeather.name
extrabotany:manadriverring, item.manadriverring.name
extrabotany:magicfinger, item.magicfinger.name
extrabotany:silenteternity, item.silenteternity.name
extrabotany:specialbag, item.specialbag.name
akashictome:tome, item.tome.name
avaritiaio:grindingballneutronium, 中子素磨珠
avaritiaio:grindingballinfinity, 无尽磨珠
avaritiaio:infinitecapacitor, 无尽电容
avaritiarecipemaker:avaritiarecipemakerblock, Avaritia Recipe Factory
avaritiarecipemaker:vanillarecipemakerblock, Vanilla Recipe Factory
bloodmagic:altar, 血之祭坛
bloodmagic:blood_rune:0, 空白符文
bloodmagic:blood_rune:1, 速度符文
bloodmagic:blood_rune:2, 效率符文
bloodmagic:blood_rune:3, 献祭符文
bloodmagic:blood_rune:4, 牺牲符文
bloodmagic:blood_rune:5, 转位符文
bloodmagic:blood_rune:6, 增容符文
bloodmagic:blood_rune:7, 超容符文
bloodmagic:blood_rune:8, 宝珠符文
bloodmagic:blood_rune:9, 促进符文
bloodmagic:blood_rune:10, 充能符文
bloodmagic:ritual_controller:0, 主仪式石
bloodmagic:ritual_controller:1, 不完善的仪式石
bloodmagic:ritual_controller:2, 反转的主仪式石
bloodmagic:ritual_stone:0, 仪式石
bloodmagic:ritual_stone:1, 水之仪式石
bloodmagic:ritual_stone:2, 火之仪式石
bloodmagic:ritual_stone:3, 土之仪式石
bloodmagic:ritual_stone:4, 风之仪式石
bloodmagic:ritual_stone:5, 薄暮仪式石
bloodmagic:ritual_stone:6, 破晓仪式石
bloodmagic:teleposer, 传送器
bloodmagic:soul_forge, 狱火熔炉
bloodmagic:incense_altar, 熏香祭坛
bloodmagic:demon_crucible, 恶魔坩埚
bloodmagic:demon_pylon, 恶魔导能塔
bloodmagic:demon_crystallizer, 恶魔结晶坛
bloodmagic:demon_crystal:0, [原生]意志晶簇
bloodmagic:demon_crystal:1, [腐蚀]意志晶簇
bloodmagic:demon_crystal:2, [破坏]意志晶簇
bloodmagic:demon_crystal:3, [复仇]意志晶簇
bloodmagic:demon_crystal:4, [坚毅]意志晶簇
bloodmagic:alchemy_table, 炼金术桌
bloodmagic:decorative_brick:0, 大血石砖
bloodmagic:decorative_brick:1, 血石砖
bloodmagic:path:0, 木制路面
bloodmagic:path:1, 木瓦路面
bloodmagic:path:2, 石砖路面
bloodmagic:path:3, 石瓦路面
bloodmagic:path:4, 碎石砖路面
bloodmagic:path:5, 碎石路面
bloodmagic:path:6, 黑曜石砖路面
bloodmagic:path:7, 黑曜石瓦路面
bloodmagic:master_routing_node, 主控路由节点
bloodmagic:input_routing_node, 输入路由节点
bloodmagic:output_routing_node, 输出路由节点
bloodmagic:item_routing_node, 路由节点
bloodmagic:blood_tank:0, 血法师的储罐 层级 1
bloodmagic:blood_tank:1, 血法师的储罐 层级 2
bloodmagic:blood_tank:2, 血法师的储罐 层级 3
bloodmagic:blood_tank:3, 血法师的储罐 层级 4
bloodmagic:blood_tank:4, 血法师的储罐 层级 5
bloodmagic:blood_tank:5, 血法师的储罐 层级 6
bloodmagic:blood_tank:6, 血法师的储罐 层级 7
bloodmagic:blood_tank:7, 血法师的储罐 层级 8
bloodmagic:blood_tank:8, 血法师的储罐 层级 9
bloodmagic:blood_tank:9, 血法师的储罐 层级 10
bloodmagic:blood_tank:10, 血法师的储罐 层级 11
bloodmagic:blood_tank:11, 血法师的储罐 层级 12
bloodmagic:blood_tank:12, 血法师的储罐 层级 13
bloodmagic:blood_tank:13, 血法师的储罐 层级 14
bloodmagic:blood_tank:14, 血法师的储罐 层级 15
bloodmagic:blood_tank:15, 血法师的储罐 层级 16
bloodmagic:mimic:0, [悬幽]拟态方块
bloodmagic:mimic:1, 拟态方块
bloodmagic:mimic:2, [清透]拟态方块
bloodmagic:mimic:3, [光亮]拟态方块
bloodmagic:mimic:4, [感知]拟态方块
bloodmagic:demon_brick_1:0, 原生石砖
bloodmagic:demon_brick_1:1, 腐蚀石砖
bloodmagic:demon_brick_1:2, 破坏石砖
bloodmagic:demon_brick_1:3, 复仇石砖
bloodmagic:demon_brick_1:4, 坚毅石砖
bloodmagic:demon_brick_2:0, 小原生石砖
bloodmagic:demon_brick_2:1, 小腐蚀石砖
bloodmagic:demon_brick_2:2, 小破坏石砖
bloodmagic:demon_brick_2:3, 小复仇石砖
bloodmagic:demon_brick_2:4, 小坚毅石砖
bloodmagic:demon_brick_2:5, 原生石瓦
bloodmagic:demon_brick_2:6, 腐蚀石瓦
bloodmagic:demon_brick_2:7, 破坏石瓦
bloodmagic:demon_brick_2:8, 复仇石瓦
bloodmagic:demon_brick_2:9, 坚毅石瓦
bloodmagic:demon_brick_2:10, 二重原生石瓦
bloodmagic:demon_brick_2:11, 二重腐蚀石瓦
bloodmagic:demon_brick_2:12, 二重破坏石瓦
bloodmagic:demon_brick_2:13, 二重复仇石瓦
bloodmagic:demon_brick_2:14, 二重坚毅石瓦
bloodmagic:demon_extras:0, 原生石头
bloodmagic:demon_extras:1, 腐蚀石头
bloodmagic:demon_extras:2, 破坏石头
bloodmagic:demon_extras:3, 复仇石头
bloodmagic:demon_extras:4, 坚毅石头
bloodmagic:demon_extras:5, 磨制原生石
bloodmagic:demon_extras:6, 磨制腐蚀石
bloodmagic:demon_extras:7, 磨制破坏石
bloodmagic:demon_extras:8, 磨制复仇石
bloodmagic:demon_extras:9, 磨制坚毅石
bloodmagic:demon_extras:10, 原生意志合金
bloodmagic:demon_extras:11, 腐蚀意志合金
bloodmagic:demon_extras:12, 破坏意志合金
bloodmagic:demon_extras:13, 复仇意志合金
bloodmagic:demon_extras:14, 坚毅意志合金
bloodmagic:demon_pillar_1:0, 原生石柱
bloodmagic:demon_pillar_1:1, 腐蚀石柱
bloodmagic:demon_pillar_1:2, 破坏石柱
bloodmagic:demon_pillar_1:3, 复仇石柱
bloodmagic:demon_pillar_1:4, 坚毅石柱
bloodmagic:demon_pillar_2:0, 二重原生石柱
bloodmagic:demon_pillar_2:1, 二重腐蚀石柱
bloodmagic:demon_pillar_2:2, 二重破坏石柱
bloodmagic:demon_pillar_2:3, 二重复仇石柱
bloodmagic:demon_pillar_2:4, 二重坚毅石柱
bloodmagic:demon_pillar_cap_1:0, 原生顶柱
bloodmagic:demon_pillar_cap_1:1, 腐蚀顶柱
bloodmagic:demon_pillar_cap_2:0, 破坏顶柱
bloodmagic:demon_pillar_cap_2:1, 复仇顶柱
bloodmagic:demon_pillar_cap_3, tile.bloodmagic.pillarCap3..name
bloodmagic:demon_light:0, [原生]意志之瞳
bloodmagic:demon_light:1, [腐蚀]意志之瞳
bloodmagic:demon_light:2, [破坏]意志之瞳
bloodmagic:demon_light:3, [复仇]意志之瞳
bloodmagic:demon_light:4, [坚毅]意志之瞳
bloodmagic:demon_wall_1:0, 原生石砖墙
bloodmagic:demon_wall_1:1, 腐蚀石砖墙
bloodmagic:demon_wall_1:2, 破坏石砖墙
bloodmagic:demon_wall_1:3, 复仇石砖墙
bloodmagic:demon_wall_1:4, 坚毅石砖墙
bloodmagic:demon_wall_1:5, 小原生石砖墙
bloodmagic:demon_wall_1:6, 小腐蚀石砖墙
bloodmagic:demon_wall_1:7, 小破坏石砖墙
bloodmagic:demon_wall_1:8, 小复仇石砖墙
bloodmagic:demon_wall_1:9, 小坚毅石砖墙
bloodmagic:demon_wall_1:10, 原生石墙
bloodmagic:demon_wall_1:11, 腐蚀石墙
bloodmagic:demon_wall_1:12, 破坏石墙
bloodmagic:demon_wall_1:13, 复仇石墙
bloodmagic:demon_wall_1:14, 坚毅石墙
bloodmagic:demon_stairs_1:0, 原生石楼梯
bloodmagic:demon_stairs_1:1, 腐蚀石楼梯
bloodmagic:demon_stairs_2:0, 破坏石楼梯
bloodmagic:demon_stairs_2:1, 复仇石楼梯
bloodmagic:demon_stairs_3, tile.bloodmagic.stairs3..name
bloodmagic:inversion_pillar:0, [原生]反转柱
bloodmagic:inversion_pillar:1, [腐蚀]反转柱
bloodmagic:inversion_pillar:2, [破坏]反转柱
bloodmagic:inversion_pillar:3, [复仇]反转柱
bloodmagic:inversion_pillar:4, [坚毅]反转柱
bloodmagic:inversion_pillar_end:0, [原生]反转柱基
bloodmagic:inversion_pillar_end:1, [原生]反转柱顶盖
bloodmagic:inversion_pillar_end:2, [腐蚀]反转柱基
bloodmagic:inversion_pillar_end:3, [腐蚀]反转柱顶盖
bloodmagic:inversion_pillar_end:4, [破坏]反转柱基
bloodmagic:inversion_pillar_end:5, [破坏]反转柱顶盖
bloodmagic:inversion_pillar_end:6, [复仇]反转柱基
bloodmagic:inversion_pillar_end:7, [复仇]反转柱顶盖
bloodmagic:inversion_pillar_end:8, [坚毅]反转柱基
bloodmagic:inversion_pillar_end:9, [坚毅]反转柱顶盖
bloodmagic:blood_orb:0, [虚弱]气血宝珠
bloodmagic:blood_orb:0, [学徒]气血宝珠
bloodmagic:blood_orb:0, [法师]气血宝珠
bloodmagic:blood_orb:0, [导师]气血宝珠
bloodmagic:blood_orb:0, [贤者]气血宝珠
bloodmagic:activation_crystal:0, [虚弱]激活水晶
bloodmagic:activation_crystal:1, [觉醒]激活水晶
bloodmagic:activation_crystal:2, [创造]激活水晶
bloodmagic:slate:0, 空白石板
bloodmagic:slate:1, 强化石板
bloodmagic:slate:2, 灌输石板
bloodmagic:slate:3, 恶魔石板
bloodmagic:slate:4, 悬幽石板
bloodmagic:inscription_tool:1, 元素铭文工具：水
bloodmagic:inscription_tool:2, 元素铭文工具：火
bloodmagic:inscription_tool:3, 元素铭文工具：土
bloodmagic:inscription_tool:4, 元素铭文工具：风
bloodmagic:inscription_tool:5, 元素铭文工具：薄暮
bloodmagic:sacrificial_dagger:0, 牺牲匕首
bloodmagic:sacrificial_dagger:1, [创造]牺牲匕首
bloodmagic:pack_sacrifice, 斗士铠衣
bloodmagic:pack_self_sacrifice, 血液背包
bloodmagic:dagger_of_sacrifice, 献祭刀
bloodmagic:ritual_diviner:0, 仪式推测仗
bloodmagic:ritual_diviner:1, 仪式推测仗 [薄暮]
bloodmagic:ritual_diviner:2, 仪式推测仗 [破晓]
bloodmagic:ritual_dismantler, 仪式拆卸杖
bloodmagic:ritual_reader, 仪式调整钳
bloodmagic:lava_crystal, 熔岩晶体
bloodmagic:bound_sword, 束缚之剑
bloodmagic:bound_pickaxe, 束缚之镐
bloodmagic:bound_axe, 束缚之斧
bloodmagic:bound_shovel, 束缚之锹
bloodmagic:sigil_divination, 占卜印记
bloodmagic:sigil_air, 风之印记
bloodmagic:sigil_water, 水之印记
bloodmagic:sigil_lava, 熔岩印记
bloodmagic:sigil_void, 虚空印记
bloodmagic:sigil_green_grove, 绿丛印记
bloodmagic:sigil_blood_light, 血光印记
bloodmagic:sigil_elemental_affinity, 元素印记
bloodmagic:sigil_magnetism, 磁引印记
bloodmagic:sigil_suppression, 抑液印记
bloodmagic:sigil_haste, 急速印记
bloodmagic:sigil_fast_miner, 速掘印记
bloodmagic:sigil_seer, 见解印记
bloodmagic:sigil_phantom_bridge, 影桥印记
bloodmagic:sigil_whirlwind, 旋风印记
bloodmagic:sigil_compression, 压挤印记
bloodmagic:sigil_ender_severance, 绝影印记
bloodmagic:sigil_holding, 集持印记
bloodmagic:sigil_teleposition, 传送印记
bloodmagic:sigil_transposition, 移位印记
bloodmagic:sigil_claw, 爪之印记
bloodmagic:sigil_bounce, 弹性印记
bloodmagic:sigil_frost, 冰霜印记
bloodmagic:component:0, 水之试剂
bloodmagic:component:1, 熔岩试剂
bloodmagic:component:2, 风之试剂
bloodmagic:component:3, 采掘试剂
bloodmagic:component:4, 虚空试剂
bloodmagic:component:5, 促生试剂
bloodmagic:component:6, 元素试剂
bloodmagic:component:7, 见解试剂
bloodmagic:component:8, 束缚试剂
bloodmagic:component:9, 抑液试剂
bloodmagic:component:10, 框架零件
bloodmagic:component:11, 血光试剂
bloodmagic:component:12, 磁引试剂
bloodmagic:component:13, 急速试剂
bloodmagic:component:14, 压挤试剂
bloodmagic:component:15, 影桥试剂
bloodmagic:component:16, 隔绝试剂
bloodmagic:component:17, 传送试剂
bloodmagic:component:18, 移位试剂
bloodmagic:component:19, 铁矿砂
bloodmagic:component:20, 金矿砂
bloodmagic:component:21, 煤矿砂
bloodmagic:component:22, 植物油
bloodmagic:component:23, 硫磺
bloodmagic:component:24, 硝石
bloodmagic:component:25, 神经毒素
bloodmagic:component:26, 防腐剂
bloodmagic:component:27, 集持试剂
bloodmagic:component:28, 简单的延时催化剂
bloodmagic:component:29, 简单的功效催化剂
bloodmagic:component:30, 爪之试剂
bloodmagic:component:31, 弹性试剂
bloodmagic:component:32, 霜之试剂
bloodmagic:item_demon_crystal:0, 恶魔意志晶体
bloodmagic:item_demon_crystal:1, 腐蚀意志晶体
bloodmagic:item_demon_crystal:2, 破坏意志晶体
bloodmagic:item_demon_crystal:3, 复仇意志晶体
bloodmagic:item_demon_crystal:4, 坚毅意志晶体
bloodmagic:teleposition_focus:0, 传送核心
bloodmagic:teleposition_focus:1, [加强]传送核心
bloodmagic:teleposition_focus:2, [强化]传送核心
bloodmagic:teleposition_focus:3, [恶魔]传送核心
bloodmagic:experience_tome, 经验手册
bloodmagic:blood_shard:0, [虚弱]气血碎片
bloodmagic:blood_shard:1, [恶魔]气血碎片
bloodmagic:living_armour_helmet, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_chest, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_leggings, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_boots, item.bloodmagic.livingArmour..name
bloodmagic:sentient_armour_helmet, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_chest, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_leggings, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_boots, item.bloodmagic.sentientArmour..name
bloodmagic:altar_maker, 祭坛搭建工具
bloodmagic:upgrade_trainer:0, 束灵盔甲训练手镯
bloodmagic:arcane_ashes, 奥术粉灰
bloodmagic:monster_soul:0, [原生]恶魔意志
bloodmagic:monster_soul:1, [腐蚀]恶魔意志
bloodmagic:monster_soul:2, [破坏]恶魔意志
bloodmagic:monster_soul:3, [复仇]恶魔意志
bloodmagic:monster_soul:4, [坚毅]恶魔意志
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_snare:0, 原始投网
bloodmagic:sentient_sword, 感知之剑
bloodmagic:sentient_bow, 感知之弓
bloodmagic:sentient_armour_gem, 感知盔甲宝石
bloodmagic:sentient_axe, 感知之斧
bloodmagic:sentient_pickaxe, 感知之镐
bloodmagic:sentient_shovel, 感知之锹
bloodmagic:node_router, 节点连接工具
bloodmagic:base_item_filter:0, 精确物品筛选器
bloodmagic:base_item_filter:1, NBT物品筛选器
bloodmagic:base_item_filter:2, Mod物品筛选器
bloodmagic:base_item_filter:3, 矿物物品筛选器
bloodmagic:base_fluid_filter:0, 精确液体筛选器
bloodmagic:cutting_fluid:0, 基础切削油
bloodmagic:cutting_fluid:1, 爆炸火药
bloodmagic:sanguine_book, 指示之书
bloodmagic:points_upgrade, item.bloodmagic.living_point_upgrade.name
bloodmagic:demon_will_gauge, 灵域测量仪
bloodmagic:potion_flask, 药剂瓶
bloodmagic:alchemic_vial, item.bloodmagic.alchemic_vial.name
bloodmagic:icarus_scroll, 伊卡洛斯卷轴
bloodarsenal:slate:0, 空白石板块
bloodarsenal:slate:1, 强化石板块
bloodarsenal:slate:2, 灌输石板块
bloodarsenal:slate:3, 恶魔石板块
bloodarsenal:slate:4, 悬幽石板块
bloodarsenal:blood_infused_wooden_log, 注血木
bloodarsenal:blood_infused_wooden_planks, 注血木板
bloodarsenal:blood_infused_wooden_stairs, 注血木楼梯
bloodarsenal:blood_infused_wooden_fence, 注血木栅栏
bloodarsenal:blood_infused_wooden_fence_gate, 注血木栅栏门
bloodarsenal:blood_stained_glass, 染血玻璃
bloodarsenal:blood_stained_glass_pane, 染血玻璃板
bloodarsenal:blood_torch, 血之火把
bloodarsenal:blood_infused_iron_block, 注血铁块
bloodarsenal:blood_infused_glowstone, 注血荧石
bloodarsenal:glass_shards, 玻璃碎片
bloodarsenal:block_blood_burned_string, 炽血线
bloodarsenal:altare_aenigmatica, 暗秘祭坛
bloodarsenal:stasis_plate, 瘀板
bloodarsenal:blood_capacitor, 鲜血电容器
bloodarsenal:blood_diamond:0, 血钻
bloodarsenal:blood_diamond:1, 惰性血钻
bloodarsenal:blood_diamond:2, 注血钻石
bloodarsenal:blood_diamond:3, 束缚注血钻石
bloodarsenal:base_item:0, 玻璃碎片
bloodarsenal:base_item:1, 注血木棍
bloodarsenal:base_item:2, 注血荧石粉
bloodarsenal:base_item:3, 惰性血炼铁
bloodarsenal:base_item:4, 血炼铁
bloodarsenal:base_item:5, 瘀板
bloodarsenal:base_item:6, 快泳试剂
bloodarsenal:base_item:7, 末影试剂
bloodarsenal:base_item:8, 闪电试剂
bloodarsenal:base_item:9, 神性试剂
bloodarsenal:blood_burned_string, 炽血线
bloodarsenal:blood_orange, 血橙
bloodarsenal:blood_infused_wooden_pickaxe, 注血木镐
bloodarsenal:blood_infused_wooden_axe, 注血木斧
bloodarsenal:blood_infused_wooden_shovel, 注血木锹
bloodarsenal:blood_infused_wooden_sickle, 注血木镰
bloodarsenal:blood_infused_wooden_sword, 注血木剑
bloodarsenal:blood_infused_iron_pickaxe, 注血铁镐
bloodarsenal:blood_infused_iron_axe, 注血铁斧
bloodarsenal:blood_infused_iron_shovel, 注血铁锹
bloodarsenal:blood_infused_iron_sickle, 注血铁镰
bloodarsenal:blood_infused_iron_sword, 注血铁剑
bloodarsenal:glass_sacrificial_dagger, 玻璃牺牲匕首
bloodarsenal:glass_dagger_of_sacrifice, 玻璃献祭刀
bloodarsenal:gem:0, 牺牲宝石
bloodarsenal:gem:1, 献祭宝石
bloodarsenal:gem:2, 地狱魂石
bloodarsenal:sigil_swimming, 快泳印记
bloodarsenal:sigil_ender, 末影印记
bloodarsenal:sigil_augmented_holding, 扩持印记
bloodarsenal:sigil_lightning, 雷电印记
bloodarsenal:sigil_divinity, 神盾印记
bloodarsenal:sigil_sentience, 感知印记
bloodarsenal:bound_stick, 束缚棒
bloodarsenal:bound_sickle, 束缚镰
bloodarsenal:bound_igniter, 束缚点火器
bloodarsenal:bound_shears, 束缚剪刀
bloodarsenal:stasis_axe, 沉睡斧
bloodarsenal:stasis_pickaxe, 沉睡镐
bloodarsenal:stasis_shovel, 沉睡锹
bloodarsenal:stasis_sword, 沉睡剑
bloodarsenal:modifier_tome, 强化手册
bloodarsenal:warp_blade, 传送剑
bloodarsenal:sacrifice_amulet:0, 献祭项链
bloodarsenal:self_sacrifice_amulet:0, 牺牲项链
bloodarsenal:vampire_ring, 吸血戒指
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
